community_area,year,primary_type,count
38,2013,INTIMIDATION,2
38,2013,KIDNAPPING,2
38,2013,LIQUOR LAW VIOLATION,4
38,2013,MOTOR VEHICLE THEFT,172
38,2013,NARCOTICS,541
38,2013,OFFENSE INVOLVING CHILDREN,37
38,2013,OTHER OFFENSE,248
38,2013,PROSTITUTION,34
38,2013,PUBLIC PEACE VIOLATION,35
38,2013,ROBBERY,201
38,2013,SEX OFFENSE,7
38,2013,THEFT,706
38,2013,WEAPONS VIOLATION,45
38,2014,ARSON,2
38,2014,ASSAULT,284
38,2014,BATTERY,729
38,2014,BURGLARY,169
38,2014,CRIM SEXUAL ASSAULT,12
38,2014,CRIMINAL DAMAGE,348
38,2014,CRIMINAL TRESPASS,84
38,2014,DECEPTIVE PRACTICE,180
38,2014,GAMBLING,3
38,2014,HOMICIDE,8
38,2014,INTERFERENCE WITH PUBLIC OFFICER,14
38,2014,INTIMIDATION,1
38,2014,KIDNAPPING,2
38,2014,LIQUOR LAW VIOLATION,1
38,2014,MOTOR VEHICLE THEFT,139
38,2014,NARCOTICS,345
38,2014,OFFENSE INVOLVING CHILDREN,32
38,2014,OTHER OFFENSE,222
38,2014,PROSTITUTION,9
38,2014,PUBLIC PEACE VIOLATION,38
38,2014,ROBBERY,170
38,2014,SEX OFFENSE,10
38,2014,STALKING,2
38,2014,THEFT,654
38,2014,WEAPONS VIOLATION,45
38,2015,ARSON,4
38,2015,ASSAULT,222
38,2015,BATTERY,672
38,2015,BURGLARY,121
38,2015,CRIM SEXUAL ASSAULT,16
38,2015,CRIMINAL DAMAGE,374
38,2015,CRIMINAL TRESPASS,69
38,2015,DECEPTIVE PRACTICE,189
38,2015,HOMICIDE,7
38,2015,INTERFERENCE WITH PUBLIC OFFICER,4
38,2015,INTIMIDATION,1
38,2015,KIDNAPPING,4
38,2015,LIQUOR LAW VIOLATION,1
38,2015,MOTOR VEHICLE THEFT,151
38,2015,NARCOTICS,171
38,2015,OBSCENITY,1
38,2015,OFFENSE INVOLVING CHILDREN,25
38,2015,OTHER OFFENSE,192
38,2015,PROSTITUTION,10
38,2015,PUBLIC PEACE VIOLATION,14
38,2015,ROBBERY,153
38,2015,SEX OFFENSE,13
38,2015,STALKING,3
38,2015,THEFT,698
38,2015,WEAPONS VIOLATION,38
38,2016,ARSON,1
38,2016,ASSAULT,264
38,2016,BATTERY,666
38,2016,BURGLARY,139
38,2016,CRIM SEXUAL ASSAULT,25
38,2016,CRIMINAL DAMAGE,437
38,2016,CRIMINAL TRESPASS,60
38,2016,DECEPTIVE PRACTICE,203
38,2016,GAMBLING,2
38,2016,HOMICIDE,9
38,2016,HUMAN TRAFFICKING,1
38,2016,INTERFERENCE WITH PUBLIC OFFICER,12
38,2016,KIDNAPPING,1
38,2016,LIQUOR LAW VIOLATION,4
38,2016,MOTOR VEHICLE THEFT,154
38,2016,NARCOTICS,88
38,2016,OBSCENITY,1
38,2016,OFFENSE INVOLVING CHILDREN,35
38,2016,OTHER OFFENSE,215
38,2016,PROSTITUTION,1
38,2016,PUBLIC PEACE VIOLATION,12
38,2016,ROBBERY,183
38,2016,SEX OFFENSE,14
38,2016,STALKING,2
38,2016,THEFT,729
38,2016,WEAPONS VIOLATION,46
38,2017,ARSON,1
38,2017,ASSAULT,286
38,2017,BATTERY,744
38,2017,BURGLARY,165
38,2017,CRIM SEXUAL ASSAULT,14
38,2017,CRIMINAL DAMAGE,387
38,2017,CRIMINAL TRESPASS,74
38,2017,DECEPTIVE PRACTICE,213
38,2017,GAMBLING,2
38,2017,HOMICIDE,10
38,2017,INTERFERENCE WITH PUBLIC OFFICER,17
38,2017,INTIMIDATION,4
38,2017,LIQUOR LAW VIOLATION,5
38,2017,MOTOR VEHICLE THEFT,175
38,2017,NARCOTICS,130
38,2017,OBSCENITY,3
38,2017,OFFENSE INVOLVING CHILDREN,23
38,2017,OTHER OFFENSE,254
38,2017,PROSTITUTION,25
38,2017,PUBLIC PEACE VIOLATION,15
38,2017,ROBBERY,186
38,2017,SEX OFFENSE,8
38,2017,STALKING,3
38,2017,THEFT,646
38,2017,WEAPONS VIOLATION,61
38,2018,ARSON,2
38,2018,ASSAULT,282
38,2018,BATTERY,762
38,2018,BURGLARY,118
38,2018,CRIM SEXUAL ASSAULT,16
38,2018,CRIMINAL DAMAGE,368
38,2018,CRIMINAL TRESPASS,57
38,2018,DECEPTIVE PRACTICE,223
38,2018,HOMICIDE,11
38,2018,HUMAN TRAFFICKING,1
38,2018,INTERFERENCE WITH PUBLIC OFFICER,17
38,2018,KIDNAPPING,2
38,2018,LIQUOR LAW VIOLATION,1
38,2018,MOTOR VEHICLE THEFT,158
38,2018,NARCOTICS,114
38,2018,OBSCENITY,1
38,2018,OFFENSE INVOLVING CHILDREN,35
38,2018,OTHER OFFENSE,228
38,2018,PROSTITUTION,17
38,2018,PUBLIC INDECENCY,1
38,2018,PUBLIC PEACE VIOLATION,9
38,2018,ROBBERY,147
38,2018,SEX OFFENSE,12
38,2018,STALKING,3
38,2018,THEFT,611
38,2018,WEAPONS VIOLATION,46
39,2010,ARSON,4
39,2010,ASSAULT,169
39,2010,BATTERY,416
39,2010,BURGLARY,151
39,2010,CRIM SEXUAL ASSAULT,5
39,2010,CRIMINAL DAMAGE,252
39,2010,CRIMINAL TRESPASS,57
39,2010,DECEPTIVE PRACTICE,63
39,2010,GAMBLING,10
39,2010,INTERFERENCE WITH PUBLIC OFFICER,1
39,2010,INTIMIDATION,1
39,2010,KIDNAPPING,3
39,2010,LIQUOR LAW VIOLATION,1
39,2010,MOTOR VEHICLE THEFT,109
39,2010,NARCOTICS,199
39,2010,OBSCENITY,1
39,2010,OFFENSE INVOLVING CHILDREN,24
39,2010,OTHER OFFENSE,183
39,2010,PROSTITUTION,1
39,2010,PUBLIC PEACE VIOLATION,11
39,2010,ROBBERY,78
39,2010,SEX OFFENSE,8
39,2010,STALKING,2
39,2010,THEFT,533
39,2010,WEAPONS VIOLATION,16
39,2011,ARSON,2
39,2011,ASSAULT,137
39,2011,BATTERY,380
39,2011,BURGLARY,150
39,2011,CRIM SEXUAL ASSAULT,7
39,2011,CRIMINAL DAMAGE,260
39,2011,CRIMINAL TRESPASS,33
39,2011,DECEPTIVE PRACTICE,61
39,2011,GAMBLING,1
39,2011,HOMICIDE,3
39,2011,INTERFERENCE WITH PUBLIC OFFICER,2
39,2011,INTIMIDATION,2
39,2011,KIDNAPPING,1
39,2011,MOTOR VEHICLE THEFT,79
39,2011,NARCOTICS,132
39,2011,OBSCENITY,1
39,2011,OFFENSE INVOLVING CHILDREN,16
39,2011,OTHER OFFENSE,134
39,2011,PROSTITUTION,2
39,2011,PUBLIC PEACE VIOLATION,12
39,2011,ROBBERY,88
39,2011,SEX OFFENSE,4
39,2011,STALKING,2
39,2011,THEFT,548
39,2011,WEAPONS VIOLATION,17
39,2012,ARSON,1
39,2012,ASSAULT,128
39,2012,BATTERY,303
39,2012,BURGLARY,113
39,2012,CRIM SEXUAL ASSAULT,8
39,2012,CRIMINAL DAMAGE,196
39,2012,CRIMINAL TRESPASS,51
39,2012,DECEPTIVE PRACTICE,55
39,2012,GAMBLING,5
39,2012,HOMICIDE,3
39,2012,KIDNAPPING,1
39,2012,LIQUOR LAW VIOLATION,1
39,2012,MOTOR VEHICLE THEFT,83
39,2012,NARCOTICS,77
39,2012,OFFENSE INVOLVING CHILDREN,8
39,2012,OTHER OFFENSE,134
39,2012,PROSTITUTION,1
39,2012,PUBLIC PEACE VIOLATION,8
39,2012,ROBBERY,84
39,2012,SEX OFFENSE,4
39,2012,STALKING,4
39,2012,THEFT,511
39,2012,WEAPONS VIOLATION,16
39,2013,ARSON,1
39,2013,ASSAULT,99
39,2013,BATTERY,256
39,2013,BURGLARY,72
39,2013,CRIM SEXUAL ASSAULT,6
39,2013,CRIMINAL DAMAGE,176
39,2013,CRIMINAL TRESPASS,42
39,2013,DECEPTIVE PRACTICE,80
39,2013,GAMBLING,2
39,2013,HOMICIDE,1
39,2013,INTERFERENCE WITH PUBLIC OFFICER,2
39,2013,KIDNAPPING,1
39,2013,MOTOR VEHICLE THEFT,71
39,2013,NARCOTICS,112
39,2013,OFFENSE INVOLVING CHILDREN,14
39,2013,OTHER OFFENSE,130
39,2013,PUBLIC PEACE VIOLATION,9
39,2013,ROBBERY,54
39,2013,SEX OFFENSE,6
39,2013,THEFT,449
39,2013,WEAPONS VIOLATION,13
39,2014,ASSAULT,88
39,2014,BATTERY,235
39,2014,BURGLARY,78
39,2014,CRIM SEXUAL ASSAULT,4
39,2014,CRIMINAL DAMAGE,140
39,2014,CRIMINAL TRESPASS,37
39,2014,DECEPTIVE PRACTICE,123
39,2014,HOMICIDE,1
39,2014,INTERFERENCE WITH PUBLIC OFFICER,1
39,2014,MOTOR VEHICLE THEFT,68
39,2014,NARCOTICS,94
39,2014,OFFENSE INVOLVING CHILDREN,12
39,2014,OTHER OFFENSE,98
39,2014,PROSTITUTION,1
39,2014,PUBLIC PEACE VIOLATION,7
39,2014,ROBBERY,87
39,2014,SEX OFFENSE,3
39,2014,THEFT,411
39,2014,WEAPONS VIOLATION,12
39,2015,ARSON,2
39,2015,ASSAULT,89
39,2015,BATTERY,252
39,2015,BURGLARY,56
39,2015,CRIM SEXUAL ASSAULT,7
39,2015,CRIMINAL DAMAGE,148
39,2015,CRIMINAL TRESPASS,36
39,2015,DECEPTIVE PRACTICE,114
39,2015,HOMICIDE,5
39,2015,INTERFERENCE WITH PUBLIC OFFICER,1
39,2015,MOTOR VEHICLE THEFT,74
39,2015,NARCOTICS,58
39,2015,OFFENSE INVOLVING CHILDREN,12
39,2015,OTHER OFFENSE,98
39,2015,PUBLIC PEACE VIOLATION,7
39,2015,ROBBERY,82
39,2015,SEX OFFENSE,7
39,2015,THEFT,307
39,2015,WEAPONS VIOLATION,16
39,2016,ARSON,2
39,2016,ASSAULT,114
39,2016,BATTERY,270
39,2016,BURGLARY,83
39,2016,CRIM SEXUAL ASSAULT,12
39,2016,CRIMINAL DAMAGE,167
39,2016,CRIMINAL TRESPASS,33
39,2016,DECEPTIVE PRACTICE,120
39,2016,HOMICIDE,3
39,2016,INTIMIDATION,2
39,2016,MOTOR VEHICLE THEFT,57
39,2016,NARCOTICS,11
39,2016,OFFENSE INVOLVING CHILDREN,6
39,2016,OTHER OFFENSE,96
39,2016,PUBLIC PEACE VIOLATION,2
39,2016,ROBBERY,80
39,2016,SEX OFFENSE,7
39,2016,THEFT,339
39,2016,WEAPONS VIOLATION,7
39,2017,ASSAULT,126
39,2017,BATTERY,254
39,2017,BURGLARY,54
39,2017,CRIM SEXUAL ASSAULT,11
39,2017,CRIMINAL DAMAGE,180
39,2017,CRIMINAL TRESPASS,36
39,2017,DECEPTIVE PRACTICE,127
39,2017,HOMICIDE,4
39,2017,INTERFERENCE WITH PUBLIC OFFICER,1
39,2017,KIDNAPPING,2
39,2017,MOTOR VEHICLE THEFT,67
39,2017,NARCOTICS,8
39,2017,NON-CRIMINAL,1
39,2017,OBSCENITY,2
39,2017,OFFENSE INVOLVING CHILDREN,11
39,2017,OTHER OFFENSE,115
39,2017,PUBLIC PEACE VIOLATION,4
39,2017,ROBBERY,102
39,2017,SEX OFFENSE,7
39,2017,STALKING,2
39,2017,THEFT,406
39,2017,WEAPONS VIOLATION,11
39,2018,ARSON,3
39,2018,ASSAULT,118
39,2018,BATTERY,262
39,2018,BURGLARY,55
39,2018,CRIM SEXUAL ASSAULT,9
39,2018,CRIMINAL DAMAGE,186
39,2018,CRIMINAL TRESPASS,46
39,2018,DECEPTIVE PRACTICE,127
39,2018,HOMICIDE,1
39,2018,INTERFERENCE WITH PUBLIC OFFICER,2
39,2018,INTIMIDATION,4
39,2018,MOTOR VEHICLE THEFT,71
39,2018,NARCOTICS,12
39,2018,OBSCENITY,1
39,2018,OFFENSE INVOLVING CHILDREN,7
39,2018,OTHER OFFENSE,103
39,2018,PUBLIC PEACE VIOLATION,5
39,2018,ROBBERY,61
39,2018,SEX OFFENSE,7
39,2018,THEFT,370
39,2018,WEAPONS VIOLATION,8
40,2010,ARSON,5
40,2010,ASSAULT,279
40,2010,BATTERY,891
40,2010,BURGLARY,209
40,2010,CRIM SEXUAL ASSAULT,13
40,2010,CRIMINAL DAMAGE,395
40,2010,CRIMINAL TRESPASS,172
40,2010,DECEPTIVE PRACTICE,71
40,2010,GAMBLING,27
40,2010,HOMICIDE,9
40,2010,INTERFERENCE WITH PUBLIC OFFICER,9
40,2010,INTIMIDATION,1
40,2010,KIDNAPPING,3
40,2010,LIQUOR LAW VIOLATION,5
40,2010,MOTOR VEHICLE THEFT,268
40,2010,NARCOTICS,585
40,2010,OFFENSE INVOLVING CHILDREN,27
40,2010,OTHER OFFENSE,220
40,2010,PROSTITUTION,86
40,2010,PUBLIC PEACE VIOLATION,21
40,2010,ROBBERY,161
40,2010,SEX OFFENSE,9
40,2010,STALKING,2
40,2010,THEFT,532
40,2010,WEAPONS VIOLATION,53
40,2011,ARSON,4
40,2011,ASSAULT,256
40,2011,BATTERY,851
40,2011,BURGLARY,313
40,2011,CRIM SEXUAL ASSAULT,22
40,2011,CRIMINAL DAMAGE,415
40,2011,CRIMINAL TRESPASS,146
40,2011,DECEPTIVE PRACTICE,60
40,2011,GAMBLING,22
40,2011,HOMICIDE,9
40,2011,INTERFERENCE WITH PUBLIC OFFICER,10
40,2011,INTIMIDATION,1
40,2011,KIDNAPPING,3
40,2011,MOTOR VEHICLE THEFT,210
40,2011,NARCOTICS,569
40,2011,OFFENSE INVOLVING CHILDREN,22
40,2011,OTHER OFFENSE,225
40,2011,PROSTITUTION,63
40,2011,PUBLIC PEACE VIOLATION,24
40,2011,ROBBERY,177
40,2011,SEX OFFENSE,10
40,2011,THEFT,521
40,2011,WEAPONS VIOLATION,75
40,2012,ARSON,6
40,2012,ASSAULT,242
40,2012,BATTERY,820
40,2012,BURGLARY,251
40,2012,CRIM SEXUAL ASSAULT,11
40,2012,CRIMINAL DAMAGE,374
40,2012,CRIMINAL TRESPASS,101
40,2012,DECEPTIVE PRACTICE,58
40,2012,GAMBLING,14
40,2012,HOMICIDE,13
40,2012,INTERFERENCE WITH PUBLIC OFFICER,9
40,2012,KIDNAPPING,3
40,2012,LIQUOR LAW VIOLATION,2
40,2012,MOTOR VEHICLE THEFT,186
40,2012,NARCOTICS,371
40,2012,OFFENSE INVOLVING CHILDREN,26
40,2012,OTHER OFFENSE,184
40,2012,PROSTITUTION,30
40,2012,PUBLIC INDECENCY,1
40,2012,PUBLIC PEACE VIOLATION,33
40,2012,ROBBERY,154
40,2012,SEX OFFENSE,5
40,2012,THEFT,511
40,2012,WEAPONS VIOLATION,65
40,2013,ARSON,3
40,2013,ASSAULT,243
40,2013,BATTERY,761
40,2013,BURGLARY,195
40,2013,CRIM SEXUAL ASSAULT,16
40,2013,CRIMINAL DAMAGE,310
40,2013,CRIMINAL TRESPASS,95
40,2013,DECEPTIVE PRACTICE,65
40,2013,GAMBLING,19
40,2013,HOMICIDE,2
40,2013,INTERFERENCE WITH PUBLIC OFFICER,15
40,2013,KIDNAPPING,1
40,2013,LIQUOR LAW VIOLATION,2
40,2013,MOTOR VEHICLE THEFT,131
40,2013,NARCOTICS,421
40,2013,OFFENSE INVOLVING CHILDREN,28
40,2013,OTHER OFFENSE,186
40,2013,PROSTITUTION,28
40,2013,PUBLIC PEACE VIOLATION,25
40,2013,ROBBERY,209
40,2013,SEX OFFENSE,11
40,2013,THEFT,565
40,2013,WEAPONS VIOLATION,44
40,2014,ASSAULT,224
40,2014,BATTERY,697
40,2014,BURGLARY,187
40,2014,CRIM SEXUAL ASSAULT,16
40,2014,CRIMINAL DAMAGE,283
40,2014,CRIMINAL TRESPASS,83
40,2014,DECEPTIVE PRACTICE,99
40,2014,GAMBLING,6
40,2014,HOMICIDE,4
40,2014,INTERFERENCE WITH PUBLIC OFFICER,13
40,2014,INTIMIDATION,1
40,2014,KIDNAPPING,1
40,2014,LIQUOR LAW VIOLATION,2
40,2014,MOTOR VEHICLE THEFT,111
40,2014,NARCOTICS,290
40,2014,OBSCENITY,2
40,2014,OFFENSE INVOLVING CHILDREN,28
40,2014,OTHER OFFENSE,182
40,2014,PROSTITUTION,6
40,2014,PUBLIC PEACE VIOLATION,31
40,2014,ROBBERY,163
40,2014,SEX OFFENSE,7
40,2014,STALKING,2
40,2014,THEFT,471
40,2014,WEAPONS VIOLATION,33
40,2015,ARSON,4
40,2015,ASSAULT,232
40,2015,BATTERY,690
40,2015,BURGLARY,203
40,2015,CRIM SEXUAL ASSAULT,12
40,2015,CRIMINAL DAMAGE,390
40,2015,CRIMINAL TRESPASS,62
40,2015,DECEPTIVE PRACTICE,103
40,2015,GAMBLING,3
40,2015,HOMICIDE,4
40,2015,HUMAN TRAFFICKING,1
40,2015,INTERFERENCE WITH PUBLIC OFFICER,10
40,2015,LIQUOR LAW VIOLATION,4
40,2015,MOTOR VEHICLE THEFT,81
40,2015,NARCOTICS,155
40,2015,OBSCENITY,1
40,2015,OFFENSE INVOLVING CHILDREN,27
40,2015,OTHER OFFENSE,179
40,2015,PUBLIC PEACE VIOLATION,22
40,2015,ROBBERY,124
40,2015,SEX OFFENSE,12
40,2015,STALKING,1
40,2015,THEFT,405
40,2015,WEAPONS VIOLATION,44
40,2016,ARSON,1
40,2016,ASSAULT,224
40,2016,BATTERY,681
40,2016,BURGLARY,175
40,2016,CRIM SEXUAL ASSAULT,12
40,2016,CRIMINAL DAMAGE,345
40,2016,CRIMINAL TRESPASS,61
40,2016,DECEPTIVE PRACTICE,112
40,2016,GAMBLING,2
40,2016,HOMICIDE,11
40,2016,INTERFERENCE WITH PUBLIC OFFICER,4
40,2016,INTIMIDATION,2
40,2016,KIDNAPPING,2
40,2016,LIQUOR LAW VIOLATION,1
40,2016,MOTOR VEHICLE THEFT,97
40,2016,NARCOTICS,97
40,2016,OFFENSE INVOLVING CHILDREN,19
40,2016,OTHER OFFENSE,186
40,2016,PUBLIC PEACE VIOLATION,23
40,2016,ROBBERY,173
40,2016,SEX OFFENSE,6
40,2016,STALKING,1
40,2016,THEFT,430
40,2016,WEAPONS VIOLATION,41
40,2017,ARSON,6
40,2017,ASSAULT,250
40,2017,BATTERY,713
40,2017,BURGLARY,135
40,2017,CRIM SEXUAL ASSAULT,18
40,2017,CRIMINAL DAMAGE,356
40,2017,CRIMINAL TRESPASS,54
40,2017,DECEPTIVE PRACTICE,110
40,2017,HOMICIDE,12
40,2017,INTERFERENCE WITH PUBLIC OFFICER,16
40,2017,INTIMIDATION,1
40,2017,KIDNAPPING,4
40,2017,MOTOR VEHICLE THEFT,115
40,2017,NARCOTICS,50
40,2017,OBSCENITY,4
40,2017,OFFENSE INVOLVING CHILDREN,29
40,2017,OTHER OFFENSE,183
40,2017,PROSTITUTION,2
40,2017,PUBLIC PEACE VIOLATION,20
40,2017,ROBBERY,165
40,2017,SEX OFFENSE,6
40,2017,STALKING,1
40,2017,THEFT,422
40,2017,WEAPONS VIOLATION,55
40,2018,ARSON,2
40,2018,ASSAULT,276
40,2018,BATTERY,678
40,2018,BURGLARY,97
40,2018,CRIM SEXUAL ASSAULT,14
40,2018,CRIMINAL DAMAGE,487
40,2018,CRIMINAL TRESPASS,57
40,2018,DECEPTIVE PRACTICE,103
40,2018,GAMBLING,5
40,2018,HOMICIDE,10
40,2018,INTERFERENCE WITH PUBLIC OFFICER,14
40,2018,INTIMIDATION,2
40,2018,KIDNAPPING,1
40,2018,MOTOR VEHICLE THEFT,100
40,2018,NARCOTICS,54
40,2018,OFFENSE INVOLVING CHILDREN,26
40,2018,OTHER OFFENSE,218
40,2018,PROSTITUTION,4
40,2018,PUBLIC PEACE VIOLATION,17
40,2018,ROBBERY,102
40,2018,SEX OFFENSE,4
40,2018,STALKING,5
40,2018,THEFT,460
40,2018,WEAPONS VIOLATION,65
41,2010,ARSON,1
41,2010,ASSAULT,118
41,2010,BATTERY,269
41,2010,BURGLARY,189
41,2010,CRIM SEXUAL ASSAULT,7
41,2010,CRIMINAL DAMAGE,233
41,2010,CRIMINAL TRESPASS,52
41,2010,DECEPTIVE PRACTICE,109
41,2010,GAMBLING,2
41,2010,HOMICIDE,1
41,2010,INTERFERENCE WITH PUBLIC OFFICER,2
41,2010,KIDNAPPING,3
41,2010,LIQUOR LAW VIOLATION,1
41,2010,MOTOR VEHICLE THEFT,123
41,2010,NARCOTICS,105
41,2010,OBSCENITY,1
41,2010,OFFENSE INVOLVING CHILDREN,11
41,2010,OTHER OFFENSE,127
41,2010,PUBLIC PEACE VIOLATION,9
41,2010,ROBBERY,85
41,2010,SEX OFFENSE,14
41,2010,STALKING,1
41,2010,THEFT,767
41,2010,WEAPONS VIOLATION,7
41,2011,ARSON,2
41,2011,ASSAULT,100
41,2011,BATTERY,233
41,2011,BURGLARY,167
41,2011,CRIM SEXUAL ASSAULT,7
41,2011,CRIMINAL DAMAGE,217
41,2011,CRIMINAL TRESPASS,41
41,2011,DECEPTIVE PRACTICE,117
41,2011,GAMBLING,2
41,2011,HOMICIDE,1
41,2011,INTERFERENCE WITH PUBLIC OFFICER,3
41,2011,KIDNAPPING,2
41,2011,LIQUOR LAW VIOLATION,3
41,2011,MOTOR VEHICLE THEFT,129
41,2011,NARCOTICS,114
41,2011,OBSCENITY,1
41,2011,OFFENSE INVOLVING CHILDREN,13
41,2011,OTHER OFFENSE,137
41,2011,PUBLIC PEACE VIOLATION,5
41,2011,ROBBERY,104
41,2011,SEX OFFENSE,12
41,2011,STALKING,3
41,2011,THEFT,744
41,2011,WEAPONS VIOLATION,4
41,2012,ASSAULT,119
41,2012,BATTERY,225
41,2012,BURGLARY,135
41,2012,CRIM SEXUAL ASSAULT,14
41,2012,CRIMINAL DAMAGE,223
41,2012,CRIMINAL TRESPASS,45
41,2012,DECEPTIVE PRACTICE,118
41,2012,GAMBLING,2
41,2012,INTERFERENCE WITH PUBLIC OFFICER,1
41,2012,KIDNAPPING,1
41,2012,LIQUOR LAW VIOLATION,2
41,2012,MOTOR VEHICLE THEFT,93
41,2012,NARCOTICS,43
41,2012,OFFENSE INVOLVING CHILDREN,26
41,2012,OTHER OFFENSE,88
41,2012,PUBLIC INDECENCY,1
41,2012,PUBLIC PEACE VIOLATION,5
41,2012,ROBBERY,100
41,2012,SEX OFFENSE,8
41,2012,STALKING,1
41,2012,THEFT,665
41,2012,WEAPONS VIOLATION,5
41,2013,ARSON,1
41,2013,ASSAULT,93
41,2013,BATTERY,191
41,2013,BURGLARY,142
41,2013,CRIM SEXUAL ASSAULT,14
41,2013,CRIMINAL DAMAGE,150
41,2013,CRIMINAL TRESPASS,51
41,2013,DECEPTIVE PRACTICE,97
41,2013,GAMBLING,3
41,2013,HOMICIDE,2
41,2013,INTIMIDATION,1
41,2013,MOTOR VEHICLE THEFT,80
41,2013,NARCOTICS,34
41,2013,OFFENSE INVOLVING CHILDREN,10
41,2013,OTHER OFFENSE,86
41,2013,PROSTITUTION,1
41,2013,PUBLIC PEACE VIOLATION,9
41,2013,ROBBERY,77
41,2013,SEX OFFENSE,3
41,2013,STALKING,1
41,2013,THEFT,619
41,2013,WEAPONS VIOLATION,5
41,2014,ASSAULT,59
41,2014,BATTERY,172
41,2014,BURGLARY,111
41,2014,CRIM SEXUAL ASSAULT,8
41,2014,CRIMINAL DAMAGE,136
41,2014,CRIMINAL TRESPASS,26
41,2014,DECEPTIVE PRACTICE,134
41,2014,HOMICIDE,3
41,2014,MOTOR VEHICLE THEFT,62
41,2014,NARCOTICS,17
41,2014,OFFENSE INVOLVING CHILDREN,7
41,2014,OTHER OFFENSE,86
41,2014,PUBLIC PEACE VIOLATION,5
41,2014,ROBBERY,78
41,2014,SEX OFFENSE,9
41,2014,STALKING,2
41,2014,THEFT,501
41,2014,WEAPONS VIOLATION,4
41,2015,ASSAULT,78
41,2015,BATTERY,194
41,2015,BURGLARY,86
41,2015,CRIM SEXUAL ASSAULT,14
41,2015,CRIMINAL DAMAGE,157
41,2015,CRIMINAL TRESPASS,33
41,2015,DECEPTIVE PRACTICE,135
41,2015,GAMBLING,1
41,2015,INTERFERENCE WITH PUBLIC OFFICER,2
41,2015,MOTOR VEHICLE THEFT,87
41,2015,NARCOTICS,15
41,2015,OFFENSE INVOLVING CHILDREN,12
41,2015,OTHER OFFENSE,98
41,2015,PUBLIC INDECENCY,1
41,2015,PUBLIC PEACE VIOLATION,7
41,2015,ROBBERY,92
41,2015,SEX OFFENSE,12
41,2015,STALKING,2
41,2015,THEFT,487
41,2015,WEAPONS VIOLATION,3
41,2016,ARSON,1
41,2016,ASSAULT,72
41,2016,BATTERY,168
41,2016,BURGLARY,166
41,2016,CRIM SEXUAL ASSAULT,8
41,2016,CRIMINAL DAMAGE,216
41,2016,CRIMINAL TRESPASS,43
41,2016,DECEPTIVE PRACTICE,186
41,2016,HOMICIDE,2
41,2016,INTERFERENCE WITH PUBLIC OFFICER,2
41,2016,INTIMIDATION,1
41,2016,LIQUOR LAW VIOLATION,1
41,2016,MOTOR VEHICLE THEFT,73
41,2016,NARCOTICS,9
41,2016,OFFENSE INVOLVING CHILDREN,10
41,2016,OTHER OFFENSE,113
41,2016,PUBLIC PEACE VIOLATION,10
41,2016,ROBBERY,94
41,2016,SEX OFFENSE,7
41,2016,STALKING,2
41,2016,THEFT,572
41,2016,WEAPONS VIOLATION,5
41,2017,ARSON,1
41,2017,ASSAULT,96
41,2017,BATTERY,209
41,2017,BURGLARY,103
41,2017,CRIM SEXUAL ASSAULT,23
41,2017,CRIMINAL DAMAGE,135
41,2017,CRIMINAL TRESPASS,24
41,2017,DECEPTIVE PRACTICE,179
41,2017,HOMICIDE,1
41,2017,INTERFERENCE WITH PUBLIC OFFICER,1
41,2017,INTIMIDATION,2
41,2017,LIQUOR LAW VIOLATION,2
41,2017,MOTOR VEHICLE THEFT,64
41,2017,NARCOTICS,7
41,2017,OFFENSE INVOLVING CHILDREN,14
41,2017,OTHER OFFENSE,123
41,2017,PUBLIC PEACE VIOLATION,7
41,2017,ROBBERY,98
41,2017,SEX OFFENSE,7
41,2017,THEFT,623
41,2017,WEAPONS VIOLATION,5
41,2018,ASSAULT,102
41,2018,BATTERY,213
41,2018,BURGLARY,103
41,2018,CRIM SEXUAL ASSAULT,21
41,2018,CRIMINAL DAMAGE,288
41,2018,CRIMINAL TRESPASS,34
41,2018,DECEPTIVE PRACTICE,195
41,2018,HOMICIDE,4
41,2018,HUMAN TRAFFICKING,1
41,2018,INTERFERENCE WITH PUBLIC OFFICER,1
41,2018,INTIMIDATION,2
41,2018,KIDNAPPING,1
41,2018,LIQUOR LAW VIOLATION,2
41,2018,MOTOR VEHICLE THEFT,64
41,2018,NARCOTICS,10
41,2018,OBSCENITY,2
41,2018,OFFENSE INVOLVING CHILDREN,16
41,2018,OTHER OFFENSE,103
41,2018,PUBLIC PEACE VIOLATION,8
41,2018,ROBBERY,111
41,2018,SEX OFFENSE,7
41,2018,STALKING,6
41,2018,THEFT,661
41,2018,WEAPONS VIOLATION,6
42,2010,ARSON,6
42,2010,ASSAULT,459
42,2010,BATTERY,1365
42,2010,BURGLARY,442
42,2010,CRIM SEXUAL ASSAULT,30
42,2010,CRIMINAL DAMAGE,723
42,2010,CRIMINAL TRESPASS,276
42,2010,DECEPTIVE PRACTICE,159
42,2010,GAMBLING,20
42,2010,HOMICIDE,8
42,2010,INTERFERENCE WITH PUBLIC OFFICER,20
42,2010,INTIMIDATION,5
42,2010,KIDNAPPING,3
42,2010,LIQUOR LAW VIOLATION,8
42,2010,MOTOR VEHICLE THEFT,205
42,2010,NARCOTICS,1005
42,2010,OFFENSE INVOLVING CHILDREN,44
42,2010,OTHER OFFENSE,430
42,2010,PROSTITUTION,25
